Latitude,Longitude,Name
50.6833,-120.3667,North Kamloops
50.6667,-120.3333,Kamloops
50.3833,-120.2667,Trapp Lake
50.9667,-120.25,Black Pines
55.7667,-120.2333,Dawson Creek
51.4333,-120.2,Little Fort
50.15,-120.1833,Douglas Lake
53.3,-120.1667,McBride
55.9,-120.1333,Rolla
55.7167,-120.1333,Pouce Coupe
51.1833,-120.1333,Barriere
49.7167,-120.1333,Mazama
56.1,-120.1167,Rolla Landing
51.5833,-120.1167,Black Pool
56.0667,-120.0833,Shearer Dale
56.0167,-120.0833,Doe River
49.35,-120.0833,Hedley
51.65,-120.0333,Clearwater
51.6333,-120.0333,Clearwater Station
56.1667,-120.0167,Clayhurst
51.1,-120.0167,Blucher Hall
50.7333,-119.9667,Pinantan
56.1833,-119.95,Cherry Point
50.65,-119.95,Monte Creek
55.45,-119.9,Demmitt
53.1167,-119.8333,Dunster
50.6833,-119.8167,Pritchard
49.2,-119.8167,Keremeos
55.35,-119.7833,Lymburn
53.0667,-119.75,Croydon Station
49.7667,-119.75,Peachland
50.8167,-119.6833,Chase
49.6,-119.6667,Summerland
53.0167,-119.5833,Shere
50.8667,-119.5833,Squilax
49.5,-119.5833,Penticton
55.3167,-119.5667,Hythe
49.1833,-119.55,Oliver
52.9833,-119.5167,Red Pass
52.9833,-119.5167,Red Pass Junction
52.9833,-119.5167,Tete Jaune
52.9833,-119.5167,Tete-Jaune-Cache
51.6667,-119.5167,McMurphy
56.5833,-119.5,Clear Prairie
55.2667,-119.5,Albright
49.9,-119.4833,Kelowna
50.8667,-119.4667,Sorrento
49.0333,-119.4667,Osoyoos
55.2,-119.45,Beaverlodge
49.8667,-119.4,East Kelowna
50.1167,-119.3833,Oyama
50.2333,-119.3667,Okanagan Landing
76.2333,-119.3333,Mould Bay
50.7833,-119.3333,Tappen
51.7833,-119.3167,Avola
52.1,-119.3,Blue River
50.7,-119.2833,Salmon Arm
50.2667,-119.2667,Vernon
52.8333,-119.25,Valemount
53.0167,-119.2333,Mount Robson
52.2333,-119.2167,Thunder River
56.5,-119.2,Marina
50.45,-119.1833,Armstrong
55.15,-119.15,Wembley
52.6333,-119.15,Albreda
52.45,-119.1333,Lempriere
50.55,-119.1333,Enderby
49.5,-119.1333,Carmi
50.6333,-119.1167,Grindrod
56.5167,-119.0667,Worsley
50.8333,-119,Sicamous
49.0667,-118.9833,Rock Creek
50.25,-118.9667,Lumby
51.2333,-118.95,Seymour Arm
56.1167,-118.85,Highland Park
56.2167,-118.8333,Royce
55.7833,-118.8333,Spirit River
55.2667,-118.8,Clairmont
55.1667,-118.8,Grande Prairie
55.35,-118.7833,Sexsmith
50.9333,-118.7833,Malakwa
50.3833,-118.7833,Mabel Lake
49.0167,-118.7833,Midway
55.6,-118.7667,Woking
58.8167,-118.75,Hay Lake
55.7667,-118.7167,Rycroft
55.4333,-118.7,Webster
56.1,-118.6833,Scotswood
49.1333,-118.6833,Greenwood
50.9833,-118.6333,Taft
50.2333,-118.6167,Cherryville
56.2333,-118.6,Hines Creek
49.15,-118.5667,Eholt
52.8667,-118.55,Lucerne
56.05,-118.5167,Vanrena
56.1333,-118.5,Gage
49.05,-118.4667,Grand Forks
56.0667,-118.4,Fairview
52.8667,-118.2667,Geikie
56.0667,-118.25,Bluesky
55.75,-118.2333,Belloy
49.0167,-118.2167,Cascade
51,-118.1833,Revelstoke
49.7833,-118.1333,Edgewood
49.8833,-118.1167,Needles
50.8833,-118.1,Greenslide
50.8833,-118.1,Mount Cartier
56.1,-118.0833,Whitelaw
52.8833,-118.0833,Jasper
49.8833,-118.0833,Fauquier
66.0833,-118.0333,Echo Bay
56.2333,-117.9667,Last Lake
53.2,-117.9167,Pocahontas
50.7,-117.9167,Arrowhead
56.1167,-117.9,Brownvale
55.7833,-117.9,Eaglesham
50.5167,-117.9,Halcyon
50.5167,-117.9,Halcyon Hot Springs
50.4333,-117.9,Leon
50.4333,-117.9,Saint Leon
56.5333,-117.8833,Clear Hills
57.8,-117.8667,Keg River
51.1333,-117.8667,Albert Canyon
56.2667,-117.8167,Lac Cardinal
49.0833,-117.8167,Rossland
50.2333,-117.8,Nakusp
70.7333,-117.75,Holman
70.7333,-117.75,Holman Island
70.7333,-117.75,Ulusaktuk
56.15,-117.75,Berwyn
50.7333,-117.7333,Beaton
49.1,-117.7167,Trail
53.3667,-117.7,Entrance
59.0333,-117.6833,Meander River
59.0333,-117.6833,Upper Hay River
55.8,-117.6833,Tangent
56.5333,-117.6667,Dixonville
49.3167,-117.6667,Castlegar
61.3667,-117.65,Fort Providence
61.3667,-117.65,Providence
56.7,-117.65,Lone Star
49.5667,-117.65,Vallican
49.2833,-117.65,Kinnaird
56.9833,-117.6333,Notikewin
56.85,-117.6333,North Star
55.7167,-117.6167,Watino
